,n_sim,Equipo,Desc,Motivo
2640,881,Coquimbo Unido,1,Último Absoluta
2641,881,Universidad de Concepción,2,Último Ponderada
2642,881,Iquique,3,Partido Pen Abs vs Pen Pon
2643,882,Iquique,1,Último Absoluta
2644,882,Universidad de Concepción,2,Penúltimo Ponderada
2645,882,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2646,883,Iquique,1,Último Absoluta
2647,883,Universidad de Concepción,2,Penúltimo Ponderada
2648,883,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2649,884,Coquimbo Unido,1,Último Absoluta
2650,884,Universidad de Concepción,2,Último Ponderada
2651,884,Iquique,3,Partido Pen Abs vs Pen Pon
2652,885,Iquique,1,Último Absoluta
2653,885,Universidad de Concepción,2,Penúltimo Ponderada
2654,885,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2655,886,Coquimbo Unido,1,Último Absoluta
2656,886,Universidad de Concepción,2,Último Ponderada
2657,886,Iquique,3,Partido Pen Abs vs Pen Pon
2658,887,Coquimbo Unido,1,Último Absoluta
2659,887,Iquique,2,Último Ponderada
2660,887,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2661,888,Iquique,1,Último Absoluta
2662,888,Universidad de Concepción,2,Penúltimo Ponderada
2663,888,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2664,889,Iquique,1,Último Absoluta
2665,889,Universidad de Concepción,2,Penúltimo Ponderada
2666,889,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2667,890,Coquimbo Unido,1,Último Absoluta
2668,890,Iquique,2,Último Ponderada
2669,890,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2670,891,Coquimbo Unido,1,Último Absoluta
2671,891,Iquique,2,Último Ponderada
2672,891,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2673,892,Coquimbo Unido,1,Último Absoluta
2674,892,Iquique,2,Último Ponderada
2675,892,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2676,893,Coquimbo Unido,1,Último Absoluta
2677,893,Universidad de Concepción,2,Último Ponderada
2678,893,Iquique,3,Partido Pen Abs vs Pen Pon
2679,894,Coquimbo Unido,1,Último Absoluta
2680,894,Universidad de Concepción,2,Último Ponderada
2681,894,Iquique,3,Partido Pen Abs vs Pen Pon
2682,895,Coquimbo Unido,1,Último Absoluta
2683,895,Iquique,2,Último Ponderada
2684,895,La Serena,3,Partido Ant Abs vs Pen Pon
2685,896,Coquimbo Unido,1,Último Absoluta
2686,896,Iquique,2,Último Ponderada
2687,896,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2688,897,Coquimbo Unido,1,Último Absoluta
2689,897,Universidad de Concepción,2,Último Ponderada
2690,897,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2691,898,Coquimbo Unido,1,Último Absoluta
2692,898,Iquique,2,Último Ponderada
2693,898,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2694,899,Coquimbo Unido,1,Último Absoluta
2695,899,Universidad de Concepción,2,Último Ponderada
2696,899,Iquique,3,Partido Pen Abs vs Pen Pon
2697,900,Iquique,1,Último Absoluta
2698,900,Universidad de Concepción,2,Penúltimo Ponderada
2699,900,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2700,901,Coquimbo Unido,1,Último Absoluta
2701,901,Iquique,2,Último Ponderada
2702,901,La Serena,3,Partido Ant Abs vs Pen Pon
2703,902,Coquimbo Unido,1,Último Absoluta
2704,902,Iquique,2,Último Ponderada
2705,902,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2706,903,Iquique,1,Último Absoluta
2707,903,Universidad de Concepción,2,Penúltimo Ponderada
2708,903,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2709,904,Iquique,1,Último Absoluta
2710,904,Universidad de Concepción,2,Penúltimo Ponderada
2711,904,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2712,905,Coquimbo Unido,1,Último Absoluta
2713,905,Universidad de Concepción,2,Último Ponderada
2714,905,Iquique,3,Partido Pen Abs vs Pen Pon
2715,906,Coquimbo Unido,1,Último Absoluta
2716,906,Universidad de Concepción,2,Último Ponderada
2717,906,Iquique,3,Partido Pen Abs vs Pen Pon
2718,907,Iquique,1,Último Absoluta
2719,907,Universidad de Concepción,2,Penúltimo Ponderada
2720,907,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2721,908,Iquique,1,Último Absoluta
2722,908,Universidad de Concepción,2,Penúltimo Ponderada
2723,908,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2724,909,Coquimbo Unido,1,Último Absoluta
2725,909,Iquique,2,Último Ponderada
2726,909,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2727,910,Iquique,1,Último Absoluta
2728,910,Universidad de Concepción,2,Penúltimo Ponderada
2729,910,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2730,911,Coquimbo Unido,1,Último Absoluta
2731,911,Iquique,2,Último Ponderada
2732,911,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2733,912,Coquimbo Unido,1,Último Absoluta
2734,912,Iquique,2,Último Ponderada
2735,912,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2736,913,Colo-Colo,1,Último Absoluta
2737,913,Universidad de Concepción,2,Último Ponderada
2738,913,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2739,914,Coquimbo Unido,1,Último Absoluta
2740,914,Universidad de Concepción,2,Último Ponderada
2741,914,Iquique,3,Partido Pen Abs vs Pen Pon
2742,915,Coquimbo Unido,1,Último Absoluta
2743,915,Iquique,2,Último Ponderada
2744,915,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2745,916,Colo-Colo,1,Último Absoluta
2746,916,Iquique,2,Último Ponderada
2747,916,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
2748,917,Iquique,1,Último Absoluta
2749,917,Universidad de Concepción,2,Penúltimo Ponderada
2750,917,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2751,918,Colo-Colo,1,Último Absoluta
2752,918,Iquique,2,Último Ponderada
2753,918,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2754,919,Coquimbo Unido,1,Último Absoluta
2755,919,Universidad de Concepción,2,Último Ponderada
2756,919,Iquique,3,Partido Pen Abs vs Pen Pon
2757,920,Iquique,1,Último Absoluta
2758,920,Universidad de Concepción,2,Penúltimo Ponderada
2759,920,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2760,921,Coquimbo Unido,1,Último Absoluta
2761,921,Universidad de Concepción,2,Último Ponderada
2762,921,Iquique,3,Partido Pen Abs vs Pen Pon
2763,922,Coquimbo Unido,1,Último Absoluta
2764,922,Iquique,2,Último Ponderada
2765,922,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2766,923,Coquimbo Unido,1,Último Absoluta
2767,923,Iquique,2,Último Ponderada
2768,923,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2769,924,Coquimbo Unido,1,Último Absoluta
2770,924,Universidad de Concepción,2,Último Ponderada
2771,924,Iquique,3,Partido Pen Abs vs Pen Pon
2772,925,Iquique,1,Último Absoluta
2773,925,Universidad de Concepción,2,Penúltimo Ponderada
2774,925,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2775,926,Coquimbo Unido,1,Último Absoluta
2776,926,Universidad de Concepción,2,Último Ponderada
2777,926,Iquique,3,Partido Pen Abs vs Pen Pon
2778,927,Coquimbo Unido,1,Último Absoluta
2779,927,Universidad de Concepción,2,Último Ponderada
2780,927,Iquique,3,Partido Pen Abs vs Pen Pon
2781,928,Iquique,1,Último Absoluta
2782,928,Universidad de Concepción,2,Penúltimo Ponderada
2783,928,Everton,3,Partido Pen Abs vs Ant Pon
2784,929,Iquique,1,Último Absoluta
2785,929,Universidad de Concepción,2,Penúltimo Ponderada
2786,929,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2787,930,Iquique,1,Último Absoluta
2788,930,Universidad de Concepción,2,Penúltimo Ponderada
2789,930,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2790,931,Iquique,1,Último Absoluta
2791,931,Universidad de Concepción,2,Penúltimo Ponderada
2792,931,Everton,3,Partido Pen Abs vs Ant Pon
2793,932,Coquimbo Unido,1,Último Absoluta
2794,932,Iquique,2,Último Ponderada
2795,932,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2796,933,Coquimbo Unido,1,Último Absoluta
2797,933,Universidad de Concepción,2,Último Ponderada
2798,933,Iquique,3,Partido Pen Abs vs Pen Pon
2799,934,Coquimbo Unido,1,Último Absoluta
2800,934,Iquique,2,Último Ponderada
2801,934,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2802,935,Colo-Colo,1,Último Absoluta
2803,935,Iquique,2,Último Ponderada
2804,935,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2805,936,Coquimbo Unido,1,Último Absoluta
2806,936,Iquique,2,Último Ponderada
2807,936,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2808,937,Coquimbo Unido,1,Último Absoluta
2809,937,Iquique,2,Último Ponderada
2810,937,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2811,938,Coquimbo Unido,1,Último Absoluta
2812,938,Universidad de Concepción,2,Último Ponderada
2813,938,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2814,939,Coquimbo Unido,1,Último Absoluta
2815,939,Universidad de Concepción,2,Último Ponderada
2816,939,Iquique,3,Partido Pen Abs vs Pen Pon
2817,940,Coquimbo Unido,1,Último Absoluta
2818,940,Iquique,2,Último Ponderada
2819,940,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2820,941,Iquique,1,Último Absoluta
2821,941,Universidad de Concepción,2,Penúltimo Ponderada
2822,941,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2823,942,Iquique,1,Último Absoluta
2824,942,Universidad de Concepción,2,Penúltimo Ponderada
2825,942,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2826,943,Iquique,1,Último Absoluta
2827,943,Universidad de Concepción,2,Penúltimo Ponderada
2828,943,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2829,944,Coquimbo Unido,1,Último Absoluta
2830,944,Iquique,2,Último Ponderada
2831,944,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2832,945,Iquique,1,Último Absoluta
2833,945,Universidad de Concepción,2,Penúltimo Ponderada
2834,945,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2835,946,Iquique,1,Último Absoluta
2836,946,Universidad de Concepción,2,Último Ponderada
2837,946,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2838,947,Coquimbo Unido,1,Último Absoluta
2839,947,Iquique,2,Último Ponderada
2840,947,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2841,948,Coquimbo Unido,1,Último Absoluta
2842,948,Iquique,2,Último Ponderada
2843,948,La Serena,3,Partido Ant Abs vs Pen Pon
2844,949,Iquique,1,Último Absoluta
2845,949,Universidad de Concepción,2,Penúltimo Ponderada
2846,949,Everton,3,Partido Pen Abs vs Ant Pon
2847,950,Coquimbo Unido,1,Último Absoluta
2848,950,Iquique,2,Último Ponderada
2849,950,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2850,951,Iquique,1,Último Absoluta
2851,951,Universidad de Concepción,2,Penúltimo Ponderada
2852,951,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2853,952,Coquimbo Unido,1,Último Absoluta
2854,952,Universidad de Concepción,2,Último Ponderada
2855,952,Iquique,3,Partido Pen Abs vs Pen Pon
2856,953,Colo-Colo,1,Último Absoluta
2857,953,Iquique,2,Último Ponderada
2858,953,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2859,954,Coquimbo Unido,1,Último Absoluta
2860,954,Iquique,2,Último Ponderada
2861,954,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2862,955,Iquique,1,Último Absoluta
2863,955,Universidad de Concepción,2,Penúltimo Ponderada
2864,955,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2865,956,Coquimbo Unido,1,Último Absoluta
2866,956,Iquique,2,Último Ponderada
2867,956,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2868,957,Coquimbo Unido,1,Último Absoluta
2869,957,Universidad de Concepción,2,Último Ponderada
2870,957,Iquique,3,Partido Pen Abs vs Pen Pon
2871,958,Coquimbo Unido,1,Último Absoluta
2872,958,Universidad de Concepción,2,Último Ponderada
2873,958,Iquique,3,Partido Pen Abs vs Pen Pon
2874,959,Iquique,1,Último Absoluta
2875,959,Universidad de Concepción,2,Penúltimo Ponderada
2876,959,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2877,960,Iquique,1,Último Absoluta
2878,960,Universidad de Concepción,2,Penúltimo Ponderada
2879,960,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2880,961,Coquimbo Unido,1,Último Absoluta
2881,961,Iquique,2,Último Ponderada
2882,961,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2883,962,Colo-Colo,1,Último Absoluta
2884,962,Universidad de Concepción,2,Último Ponderada
2885,962,Iquique,3,Partido Pen Abs vs Pen Pon
2886,963,Coquimbo Unido,1,Último Absoluta
2887,963,Universidad de Concepción,2,Último Ponderada
2888,963,Iquique,3,Partido Pen Abs vs Pen Pon
2889,964,Colo-Colo,1,Último Absoluta
2890,964,Iquique,2,Último Ponderada
2891,964,La Serena,3,Partido Ant Abs vs Pen Pon
2892,965,Iquique,1,Último Absoluta
2893,965,Universidad de Concepción,2,Penúltimo Ponderada
2894,965,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2895,966,Colo-Colo,1,Último Absoluta
2896,966,Universidad de Concepción,2,Último Ponderada
2897,966,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2898,967,Iquique,1,Último Absoluta
2899,967,Universidad de Concepción,2,Penúltimo Ponderada
2900,967,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2901,968,Colo-Colo,1,Último Absoluta
2902,968,Iquique,2,Último Ponderada
2903,968,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2904,969,Iquique,1,Último Absoluta
2905,969,Universidad de Concepción,2,Penúltimo Ponderada
2906,969,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2907,970,Iquique,1,Último Absoluta
2908,970,Universidad de Concepción,2,Penúltimo Ponderada
2909,970,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2910,971,Coquimbo Unido,1,Último Absoluta
2911,971,Iquique,2,Último Ponderada
2912,971,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2913,972,Colo-Colo,1,Último Absoluta
2914,972,Universidad de Concepción,2,Último Ponderada
2915,972,Iquique,3,Partido Pen Abs vs Pen Pon
2916,973,Colo-Colo,1,Último Absoluta
2917,973,Iquique,2,Último Ponderada
2918,973,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2919,974,Coquimbo Unido,1,Último Absoluta
2920,974,Universidad de Concepción,2,Último Ponderada
2921,974,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2922,975,Coquimbo Unido,1,Último Absoluta
2923,975,Universidad de Concepción,2,Último Ponderada
2924,975,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2925,976,Coquimbo Unido,1,Último Absoluta
2926,976,Universidad de Concepción,2,Último Ponderada
2927,976,Iquique,3,Partido Pen Abs vs Pen Pon
2928,977,Coquimbo Unido,1,Último Absoluta
2929,977,Universidad de Concepción,2,Último Ponderada
2930,977,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2931,978,Coquimbo Unido,1,Último Absoluta
2932,978,Universidad de Concepción,2,Último Ponderada
2933,978,Iquique,3,Partido Pen Abs vs Pen Pon
2934,979,Coquimbo Unido,1,Último Absoluta
2935,979,Iquique,2,Último Ponderada
2936,979,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2937,980,Iquique,1,Último Absoluta
2938,980,Universidad de Concepción,2,Penúltimo Ponderada
2939,980,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2940,981,Iquique,1,Último Absoluta
2941,981,Universidad de Concepción,2,Penúltimo Ponderada
2942,981,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2943,982,Iquique,1,Último Absoluta
2944,982,Universidad de Concepción,2,Penúltimo Ponderada
2945,982,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2946,983,Coquimbo Unido,1,Último Absoluta
2947,983,Iquique,2,Último Ponderada
2948,983,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2949,984,Iquique,1,Último Absoluta
2950,984,Universidad de Concepción,2,Penúltimo Ponderada
2951,984,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2952,985,Coquimbo Unido,1,Último Absoluta
2953,985,Universidad de Concepción,2,Último Ponderada
2954,985,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2955,986,Iquique,1,Último Absoluta
2956,986,Universidad de Concepción,2,Penúltimo Ponderada
2957,986,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2958,987,Iquique,1,Último Absoluta
2959,987,Universidad de Concepción,2,Penúltimo Ponderada
2960,987,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2961,988,Iquique,1,Último Absoluta
2962,988,Universidad de Concepción,2,Último Ponderada
2963,988,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2964,989,Colo-Colo,1,Último Absoluta
2965,989,Iquique,2,Último Ponderada
2966,989,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2967,990,Iquique,1,Último Absoluta
2968,990,Universidad de Concepción,2,Último Ponderada
2969,990,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2970,991,Colo-Colo,1,Último Absoluta
2971,991,Iquique,2,Último Ponderada
2972,991,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2973,992,Iquique,1,Último Absoluta
2974,992,Universidad de Concepción,2,Penúltimo Ponderada
2975,992,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2976,993,Coquimbo Unido,1,Último Absoluta
2977,993,Universidad de Concepción,2,Último Ponderada
2978,993,Iquique,3,Partido Pen Abs vs Pen Pon
2979,994,Coquimbo Unido,1,Último Absoluta
2980,994,Iquique,2,Último Ponderada
2981,994,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2982,995,Colo-Colo,1,Último Absoluta
2983,995,Iquique,2,Último Ponderada
2984,995,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2985,996,Iquique,1,Último Absoluta
2986,996,Universidad de Concepción,2,Último Ponderada
2987,996,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2988,997,Colo-Colo,1,Último Absoluta
2989,997,Iquique,2,Último Ponderada
2990,997,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2991,998,Colo-Colo,1,Último Absoluta
2992,998,Universidad de Concepción,2,Último Ponderada
2993,998,Iquique,3,Partido Pen Abs vs Pen Pon
2994,999,Coquimbo Unido,1,Último Absoluta
2995,999,Universidad de Concepción,2,Último Ponderada
2996,999,Iquique,3,Partido Pen Abs vs Pen Pon
2997,1000,Coquimbo Unido,1,Último Absoluta
2998,1000,Iquique,2,Último Ponderada
2999,1000,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
