,n_sim,Equipo,Desc,Motivo
2659,887,Iquique,2,Último Ponderada
2660,887,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2661,888,Coquimbo Unido,1,Último Absoluta
2662,888,Iquique,2,Último Ponderada
2663,888,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2664,889,Coquimbo Unido,1,Último Absoluta
2665,889,Iquique,2,Último Ponderada
2666,889,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2667,890,Coquimbo Unido,1,Último Absoluta
2668,890,Iquique,2,Último Ponderada
2669,890,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2670,891,Coquimbo Unido,1,Último Absoluta
2671,891,Iquique,2,Último Ponderada
2672,891,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2673,892,Coquimbo Unido,1,Último Absoluta
2674,892,Iquique,2,Último Ponderada
2675,892,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2676,893,Coquimbo Unido,1,Último Absoluta
2677,893,Iquique,2,Último Ponderada
2678,893,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2679,894,Coquimbo Unido,1,Último Absoluta
2680,894,Iquique,2,Último Ponderada
2681,894,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2682,895,Coquimbo Unido,1,Último Absoluta
2683,895,Iquique,2,Último Ponderada
2684,895,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2685,896,Coquimbo Unido,1,Último Absoluta
2686,896,Iquique,2,Último Ponderada
2687,896,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2688,897,Coquimbo Unido,1,Último Absoluta
2689,897,Iquique,2,Último Ponderada
2690,897,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2691,898,Coquimbo Unido,1,Último Absoluta
2692,898,Iquique,2,Último Ponderada
2693,898,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2694,899,Coquimbo Unido,1,Último Absoluta
2695,899,Iquique,2,Último Ponderada
2696,899,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2697,900,La Serena,1,Último Absoluta
2698,900,Universidad de Concepción,2,Último Ponderada
2699,900,Iquique,3,Partido Pen Abs vs Pen Pon
2700,901,Coquimbo Unido,1,Último Absoluta
2701,901,Iquique,2,Último Ponderada
2702,901,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2703,902,Coquimbo Unido,1,Último Absoluta
2704,902,Iquique,2,Último Ponderada
2705,902,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2706,903,Coquimbo Unido,1,Último Absoluta
2707,903,Iquique,2,Último Ponderada
2708,903,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2709,904,Coquimbo Unido,1,Último Absoluta
2710,904,Iquique,2,Último Ponderada
2711,904,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2712,905,Colo-Colo,1,Último Absoluta
2713,905,Iquique,2,Último Ponderada
2714,905,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2715,906,Coquimbo Unido,1,Último Absoluta
2716,906,Iquique,2,Último Ponderada
2717,906,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2718,907,Coquimbo Unido,1,Último Absoluta
2719,907,Iquique,2,Último Ponderada
2720,907,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2721,908,Coquimbo Unido,1,Último Absoluta
2722,908,Iquique,2,Último Ponderada
2723,908,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2724,909,Iquique,1,Último Absoluta
2725,909,Universidad de Concepción,2,Penúltimo Ponderada
2726,909,La Serena,3,Partido Ant Abs vs Ant Pon
2727,910,Coquimbo Unido,1,Último Absoluta
2728,910,Iquique,2,Último Ponderada
2729,910,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2730,911,Iquique,1,Último Absoluta
2731,911,Universidad de Concepción,2,Penúltimo Ponderada
2732,911,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2733,912,Coquimbo Unido,1,Último Absoluta
2734,912,Iquique,2,Último Ponderada
2735,912,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2736,913,Coquimbo Unido,1,Último Absoluta
2737,913,Iquique,2,Último Ponderada
2738,913,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2739,914,Coquimbo Unido,1,Último Absoluta
2740,914,Iquique,2,Último Ponderada
2741,914,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2742,915,Iquique,1,Último Absoluta
2743,915,Universidad de Concepción,2,Penúltimo Ponderada
2744,915,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2745,916,Iquique,1,Último Absoluta
2746,916,Universidad de Concepción,2,Penúltimo Ponderada
2747,916,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2748,917,Audax Italiano,1,Último Absoluta
2749,917,Iquique,2,Último Ponderada
2750,917,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2751,918,Coquimbo Unido,1,Último Absoluta
2752,918,Iquique,2,Último Ponderada
2753,918,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2754,919,Coquimbo Unido,1,Último Absoluta
2755,919,Iquique,2,Último Ponderada
2756,919,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2757,920,Coquimbo Unido,1,Último Absoluta
2758,920,Iquique,2,Último Ponderada
2759,920,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2760,921,Coquimbo Unido,1,Último Absoluta
2761,921,Iquique,2,Último Ponderada
2762,921,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2763,922,Coquimbo Unido,1,Último Absoluta
2764,922,Iquique,2,Último Ponderada
2765,922,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2766,923,Coquimbo Unido,1,Último Absoluta
2767,923,Iquique,2,Último Ponderada
2768,923,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2769,924,Coquimbo Unido,1,Último Absoluta
2770,924,Iquique,2,Último Ponderada
2771,924,La Serena,3,Partido Ant Abs vs Pen Pon
2772,925,Coquimbo Unido,1,Último Absoluta
2773,925,Iquique,2,Último Ponderada
2774,925,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2775,926,Coquimbo Unido,1,Último Absoluta
2776,926,Iquique,2,Último Ponderada
2777,926,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2778,927,Coquimbo Unido,1,Último Absoluta
2779,927,Iquique,2,Último Ponderada
2780,927,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2781,928,Iquique,1,Último Absoluta
2782,928,Universidad de Concepción,2,Penúltimo Ponderada
2783,928,Audax Italiano,3,Partido Ant Abs vs Ant Pon
2784,929,Iquique,1,Último Absoluta
2785,929,Universidad de Concepción,2,Penúltimo Ponderada
2786,929,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2787,930,Colo-Colo,1,Último Absoluta
2788,930,Universidad de Concepción,2,Último Ponderada
2789,930,Iquique,3,Partido Pen Abs vs Pen Pon
2790,931,Iquique,1,Último Absoluta
2791,931,Universidad de Concepción,2,Penúltimo Ponderada
2792,931,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2793,932,Coquimbo Unido,1,Último Absoluta
2794,932,Iquique,2,Último Ponderada
2795,932,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2796,933,Iquique,1,Último Absoluta
2797,933,Universidad de Concepción,2,Penúltimo Ponderada
2798,933,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2799,934,Coquimbo Unido,1,Último Absoluta
2800,934,Iquique,2,Último Ponderada
2801,934,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2802,935,Iquique,1,Último Absoluta
2803,935,Universidad de Concepción,2,Penúltimo Ponderada
2804,935,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2805,936,Coquimbo Unido,1,Último Absoluta
2806,936,Iquique,2,Último Ponderada
2807,936,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2808,937,Coquimbo Unido,1,Último Absoluta
2809,937,Universidad de Concepción,2,Último Ponderada
2810,937,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2811,938,Coquimbo Unido,1,Último Absoluta
2812,938,Iquique,2,Último Ponderada
2813,938,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2814,939,Coquimbo Unido,1,Último Absoluta
2815,939,Iquique,2,Último Ponderada
2816,939,La Serena,3,Partido Ant Abs vs Pen Pon
2817,940,Iquique,1,Último Absoluta
2818,940,Universidad de Concepción,2,Penúltimo Ponderada
2819,940,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2820,941,Iquique,1,Último Absoluta
2821,941,Curicó Unido,2,Penúltimo Ponderada
2822,941,Universidad de Concepción,3,Partido Pen Abs vs Ant Pon
2823,942,Coquimbo Unido,1,Último Absoluta
2824,942,Iquique,2,Último Ponderada
2825,942,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2826,943,Iquique,1,Último Absoluta
2827,943,Universidad de Concepción,2,Penúltimo Ponderada
2828,943,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2829,944,Iquique,1,Último Absoluta
2830,944,Universidad de Concepción,2,Penúltimo Ponderada
2831,944,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2832,945,Coquimbo Unido,1,Último Absoluta
2833,945,Iquique,2,Último Ponderada
2834,945,Everton,3,Partido Ant Abs vs Pen Pon
2835,946,Coquimbo Unido,1,Último Absoluta
2836,946,Iquique,2,Último Ponderada
2837,946,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2838,947,Coquimbo Unido,1,Último Absoluta
2839,947,Iquique,2,Último Ponderada
2840,947,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2841,948,Iquique,1,Último Absoluta
2842,948,Universidad de Concepción,2,Penúltimo Ponderada
2843,948,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2844,949,Iquique,1,Último Absoluta
2845,949,Universidad de Concepción,2,Penúltimo Ponderada
2846,949,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2847,950,Coquimbo Unido,1,Último Absoluta
2848,950,Iquique,2,Último Ponderada
2849,950,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2850,951,Iquique,1,Último Absoluta
2851,951,Universidad de Concepción,2,Penúltimo Ponderada
2852,951,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2853,952,Iquique,1,Último Absoluta
2854,952,Universidad de Concepción,2,Penúltimo Ponderada
2855,952,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2856,953,Coquimbo Unido,1,Último Absoluta
2857,953,Iquique,2,Último Ponderada
2858,953,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2859,954,Iquique,1,Último Absoluta
2860,954,Universidad de Concepción,2,Penúltimo Ponderada
2861,954,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2862,955,Coquimbo Unido,1,Último Absoluta
2863,955,Iquique,2,Último Ponderada
2864,955,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2865,956,Coquimbo Unido,1,Último Absoluta
2866,956,Iquique,2,Último Ponderada
2867,956,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2868,957,Coquimbo Unido,1,Último Absoluta
2869,957,Iquique,2,Último Ponderada
2870,957,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2871,958,Coquimbo Unido,1,Último Absoluta
2872,958,Iquique,2,Último Ponderada
2873,958,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2874,959,Coquimbo Unido,1,Último Absoluta
2875,959,Iquique,2,Último Ponderada
2876,959,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2877,960,Coquimbo Unido,1,Último Absoluta
2878,960,Iquique,2,Último Ponderada
2879,960,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2880,961,Coquimbo Unido,1,Último Absoluta
2881,961,Iquique,2,Último Ponderada
2882,961,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2883,962,Iquique,1,Último Absoluta
2884,962,Universidad de Concepción,2,Penúltimo Ponderada
2885,962,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2886,963,Coquimbo Unido,1,Último Absoluta
2887,963,Iquique,2,Último Ponderada
2888,963,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2889,964,Audax Italiano,1,Último Absoluta
2890,964,Iquique,2,Último Ponderada
2891,964,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2892,965,Coquimbo Unido,1,Último Absoluta
2893,965,Iquique,2,Último Ponderada
2894,965,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2895,966,Coquimbo Unido,1,Último Absoluta
2896,966,Iquique,2,Último Ponderada
2897,966,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2898,967,Coquimbo Unido,1,Último Absoluta
2899,967,Iquique,2,Último Ponderada
2900,967,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2901,968,Coquimbo Unido,1,Último Absoluta
2902,968,Iquique,2,Último Ponderada
2903,968,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2904,969,Coquimbo Unido,1,Último Absoluta
2905,969,Iquique,2,Último Ponderada
2906,969,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2907,970,Coquimbo Unido,1,Último Absoluta
2908,970,Iquique,2,Último Ponderada
2909,970,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2910,971,Coquimbo Unido,1,Último Absoluta
2911,971,Iquique,2,Último Ponderada
2912,971,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2913,972,Coquimbo Unido,1,Último Absoluta
2914,972,Iquique,2,Último Ponderada
2915,972,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2916,973,Coquimbo Unido,1,Último Absoluta
2917,973,Iquique,2,Último Ponderada
2918,973,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2919,974,Coquimbo Unido,1,Último Absoluta
2920,974,Iquique,2,Último Ponderada
2921,974,La Serena,3,Partido Ant Abs vs Pen Pon
2922,975,Coquimbo Unido,1,Último Absoluta
2923,975,Universidad de Concepción,2,Último Ponderada
2924,975,Iquique,3,Partido Pen Abs vs Pen Pon
2925,976,Coquimbo Unido,1,Último Absoluta
2926,976,Universidad de Concepción,2,Último Ponderada
2927,976,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2928,977,Coquimbo Unido,1,Último Absoluta
2929,977,Iquique,2,Último Ponderada
2930,977,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2931,978,Coquimbo Unido,1,Último Absoluta
2932,978,Iquique,2,Último Ponderada
2933,978,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2934,979,Iquique,1,Último Absoluta
2935,979,Universidad de Concepción,2,Penúltimo Ponderada
2936,979,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2937,980,Colo-Colo,1,Último Absoluta
2938,980,Iquique,2,Último Ponderada
2939,980,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2940,981,Coquimbo Unido,1,Último Absoluta
2941,981,Iquique,2,Último Ponderada
2942,981,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2943,982,Iquique,1,Último Absoluta
2944,982,Universidad de Concepción,2,Penúltimo Ponderada
2945,982,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2946,983,Coquimbo Unido,1,Último Absoluta
2947,983,Iquique,2,Último Ponderada
2948,983,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2949,984,Iquique,1,Último Absoluta
2950,984,Universidad de Concepción,2,Penúltimo Ponderada
2951,984,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2952,985,Iquique,1,Último Absoluta
2953,985,Universidad de Concepción,2,Penúltimo Ponderada
2954,985,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2955,986,Coquimbo Unido,1,Último Absoluta
2956,986,Iquique,2,Último Ponderada
2957,986,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2958,987,Iquique,1,Último Absoluta
2959,987,Universidad de Concepción,2,Penúltimo Ponderada
2960,987,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2961,988,Coquimbo Unido,1,Último Absoluta
2962,988,Iquique,2,Último Ponderada
2963,988,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2964,989,Coquimbo Unido,1,Último Absoluta
2965,989,Iquique,2,Último Ponderada
2966,989,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2967,990,Coquimbo Unido,1,Último Absoluta
2968,990,Iquique,2,Último Ponderada
2969,990,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2970,991,Coquimbo Unido,1,Último Absoluta
2971,991,Iquique,2,Último Ponderada
2972,991,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2973,992,Coquimbo Unido,1,Último Absoluta
2974,992,Iquique,2,Último Ponderada
2975,992,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2976,993,Coquimbo Unido,1,Último Absoluta
2977,993,Iquique,2,Último Ponderada
2978,993,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2979,994,Coquimbo Unido,1,Último Absoluta
2980,994,Iquique,2,Último Ponderada
2981,994,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2982,995,Coquimbo Unido,1,Último Absoluta
2983,995,Iquique,2,Último Ponderada
2984,995,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2985,996,Coquimbo Unido,1,Último Absoluta
2986,996,Iquique,2,Último Ponderada
2987,996,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2988,997,Coquimbo Unido,1,Último Absoluta
2989,997,Iquique,2,Último Ponderada
2990,997,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2991,998,Coquimbo Unido,1,Último Absoluta
2992,998,Iquique,2,Último Ponderada
2993,998,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2994,999,Coquimbo Unido,1,Último Absoluta
2995,999,Universidad de Concepción,2,Último Ponderada
2996,999,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2997,1000,Coquimbo Unido,1,Último Absoluta
2998,1000,Iquique,2,Último Ponderada
2999,1000,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
